transaction_id,user_id,item_id,quantity,price_per_unit,total_price,timestamp,discount_applied,payment_method_x,item_name,stock_level,restock_threshold,supplier_id,cost_per_unit,selling_price,profit_margin,last_restock_date,warehouse_id,supplier_name,average_delivery_time,reliability_score,user_name,email,age,payment_method_y,location,total_stock_value,operating_costs,profit_generated,staff_count,space_utilization,category,year,month,day,weekday,avg_sales_7d,avg_sales_30d,profit_per_unit,discount_rate,adjusted_restock_time
T00011,48,165,9,316.73,2850.57,2024-10-31 18:21:16.969302,34,Credit Card,Item_167,0.7995991983967935,0.09090909090909091,1,16.85,329.58,0.9249999999999998,2024-10-05 18:21:16.955068,0,Supplier_2,1,92,User_49,user49@example.com,32,Net Banking,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,4,2024,10,31,3,1.0,1.0,0.5472560117136904,0.02786353484451851,0.011764705882352886
T00012,15,89,7,208.76,1461.32,2024-12-24 18:21:16.969308,18,Net Banking,Item_90,0.6633266533066132,0.29545454545454547,2,340.39,611.25,0.7250000000000001,2024-07-23 18:21:16.954598,6,Supplier_3,4,97,User_16,user16@example.com,50,PayPal,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,4,2024,12,24,1,0.75,0.75,0.5177817198851158,0.022380599315211143,0.035294117647058865
T00013,144,262,9,809.57,7286.13,2024-08-31 18:21:16.969314,29,Debit Card,Item_264,0.9719438877755511,0.29545454545454547,11,376.88,49.4,0.525,2024-05-19 18:21:16.955801,6,Supplier_12,6,90,User_145,user145@example.com,24,PayPal,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,4,2024,8,31,5,1.0,1.0,0.09658162977980514,0.009298011665881673,0.3176470588235294
T00014,339,467,3,807.32,2421.96,2024-10-01 18:21:16.969319,8,Credit Card,Item_472,0.9599198396793587,0.6590909090909091,18,11.55,822.64,0.025000000000000022,2024-07-07 18:21:16.957546,2,Supplier_19,4,82,User_340,user340@example.com,45,Debit Card,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,1,2024,10,1,1,0.25,0.25,0.8980754068817931,0.002572117300612439,0.38823529411764723
T00015,249,206,9,502.61,4523.49,2024-12-11 18:21:16.969328,18,Credit Card,Item_208,0.5751503006012023,0.18181818181818182,5,336.09,264.9,0.15000000000000002,2024-04-21 18:21:16.955336,6,Supplier_6,4,77,User_250,user250@example.com,20,Credit Card,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,2,2024,12,11,2,1.0,1.0,0.27699639578757673,0.009295823626755292,0.5058823529411764
T00016,342,717,2,531.39,1062.78,2024-11-10 18:21:16.969337,46,Debit Card,Item_724,0.595190380761523,0.18181818181818182,12,369.88,245.95,0.125,2024-08-25 18:21:16.959273,2,Supplier_13,13,93,User_343,user343@example.com,22,PayPal,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,3,2024,11,10,6,0.125,0.125,0.23987019203694318,0.0224693727770564,0.4999999999999997
T00017,353,269,9,699.12,6292.08,2025-01-02 18:21:16.969346,45,Debit Card,Item_271,0.6492985971943888,0.7272727272727273,11,35.9,674.06,0.7749999999999999,2024-04-04 18:21:16.955871,1,Supplier_12,6,90,User_354,user354@example.com,40,PayPal,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,2,2025,1,2,3,1.0,1.0,0.7763417243903812,0.0167073389155062,0.3176470588235294
T00018,74,261,6,514.18,3085.08,2024-10-01 18:21:16.969355,25,Credit Card,Item_263,0.406813627254509,0.7272727272727273,2,188.26,658.95,0.8,2025-02-15 18:21:16.955792,9,Supplier_3,4,97,User_75,user75@example.com,47,Net Banking,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,2,2024,10,1,1,0.625,0.625,0.6584515965534719,0.012620347805792931,0.035294117647058865
T00019,289,501,4,422.87,1691.48,2025-01-04 18:21:16.969360,0,Debit Card,Item_506,0.1282565130260521,0.6136363636363636,13,474.15,219.39,0.42500000000000004,2024-11-21 18:21:16.957792,3,Supplier_14,2,95,User_290,user290@example.com,39,PayPal,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,1,2025,1,4,5,0.375,0.375,0.14777270935405756,0.0,0.02352941176470591
T00020,416,777,2,994.95,1989.9,2024-09-08 18:21:16.969366,2,Net Banking,Item_785,0.468937875751503,0.6590909090909091,11,307.13,788.86,0.475,2024-06-26 18:21:16.959722,9,Supplier_12,6,90,User_417,user417@example.com,35,Credit Card,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,3,2024,9,8,6,0.125,0.125,0.6662231795911472,0.0005217653497990941,0.3176470588235294
T00021,281,507,3,156.16,468.48,2024-11-15 18:21:16.969372,33,PayPal,Item_512,0.0721442885771543,0.06818181818181818,2,388.74,853.07,0.9000000000000001,2024-04-14 18:21:16.957825,2,Supplier_3,4,97,User_282,user282@example.com,32,Net Banking,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,4,2024,11,15,4,0.25,0.25,0.6539744889339416,0.05485176853171775,0.035294117647058865
T00022,65,845,5,596.8,2984.0,2024-11-15 18:21:16.969377,24,Net Banking,Item_854,0.8837675350701402,0.6590909090909091,13,106.38,695.01,0.825,2024-03-13 18:21:16.960170,6,Supplier_14,2,95,User_66,user66@example.com,24,PayPal,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,1,2024,11,15,4,0.5,0.5,0.7414751928816805,0.01043827951975755,0.02352941176470591
T00023,124,719,9,887.0,7983.0,2024-12-03 18:21:16.969382,29,Debit Card,Item_726,0.2004008016032064,1.0,13,240.01,491.62,0.025000000000000022,2024-07-07 18:21:16.959291,0,Supplier_14,2,95,User_125,user125@example.com,22,Credit Card,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,1,2024,12,3,1,1.0,1.0,0.5042307259109085,0.008486348708396648,0.02352941176470591
T00024,318,877,7,690.34,4832.38,2024-10-24 18:21:16.969390,0,Net Banking,Item_886,0.312625250501002,0.2272727272727273,8,293.74,130.16,0.8500000000000001,2024-12-09 18:21:16.960435,5,Supplier_9,6,82,User_319,user319@example.com,29,PayPal,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,3,2024,10,24,3,0.75,0.75,0.21195866418877063,0.0,0.6000000000000003
T00025,86,570,3,882.11,2646.33,2024-10-13 18:21:16.969398,17,PayPal,Item_576,0.23847695390781562,0.04545454545454544,4,167.28,984.73,0.375,2024-09-03 18:21:16.958205,1,Supplier_5,8,99,User_87,user87@example.com,23,Net Banking,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,0,2024,10,13,6,0.25,0.25,0.9025525145013236,0.005002333830987262,0.011764705882352955
T00026,40,519,4,342.97,1371.88,2024-09-12 18:21:16.969408,32,PayPal,Item_524,0.3867735470941883,0.0,16,160.28,720.89,0.525,2024-03-28 18:21:16.957892,7,Supplier_17,2,97,User_41,user41@example.com,18,Debit Card,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,1,2024,9,12,3,0.375,0.375,0.721750577237146,0.024218115160281474,0.0
T00027,469,715,2,279.27,558.54,2025-02-12 18:21:16.969416,8,PayPal,Item_722,0.2785571142284569,0.7954545454545455,5,253.67,497.01,0.675,2024-08-14 18:21:16.959255,4,Supplier_6,4,77,User_470,user470@example.com,27,Credit Card,City_5,0.6569888600169801,0.6859758558267707,0.0,1.0000000000000002,0.26666666666666683,2,2025,2,12,2,0.125,0.125,0.4984090781100411,0.007435534569164017,0.5058823529411764
T00028,185,310,8,852.76,6822.08,2024-12-05 18:21:16.969425,6,Debit Card,Item_312,0.11623246492985971,0.11363636363636365,5,240.36,213.82,0.32500000000000007,2024-04-10 18:21:16.956290,2,Supplier_6,4,77,User_186,user186@example.com,52,PayPal,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,2,2024,12,5,3,0.875,0.875,0.3084276623303486,0.0018262949767200924,0.5058823529411764
T00029,353,172,6,400.17,2401.02,2025-02-22 18:21:16.969434,29,Debit Card,Item_174,0.8376753507014028,0.13636363636363635,13,277.51,115.15,0.5,2024-03-03 18:21:16.955107,9,Supplier_14,2,95,User_354,user354@example.com,40,PayPal,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,4,2025,2,22,5,0.625,0.625,0.2128174804302529,0.018810483805252333,0.02352941176470591
T00030,379,427,3,712.59,2137.77,2025-01-02 18:21:16.969443,12,Debit Card,Item_431,0.49699398797595185,0.9318181818181818,6,204.72,723.84,0.875,2024-08-15 18:21:16.957275,6,Supplier_7,2,90,User_380,user380@example.com,29,Debit Card,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,1,2025,1,2,3,0.25,0.25,0.6925437855493608,0.004371072578475213,0.08235294117647055
T00031,334,761,5,156.27,781.35,2024-09-24 18:21:16.969452,16,PayPal,Item_768,0.5250501002004008,0.2272727272727273,2,384.46,204.02,0.875,2024-06-22 18:21:16.959629,1,Supplier_3,4,97,User_335,user335@example.com,33,PayPal,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,4,2024,9,24,1,0.5,0.5,0.20009010531058177,0.02657607652307461,0.035294117647058865
T00032,265,458,5,758.28,3791.4,2024-09-21 18:21:16.969461,12,Debit Card,Item_463,0.8857715430861722,0.9545454545454545,2,99.11,817.8,0.475,2024-09-20 18:21:16.957480,4,Supplier_3,4,97,User_266,user266@example.com,46,PayPal,City_5,0.6569888600169801,0.6859758558267707,0.0,1.0000000000000002,0.26666666666666683,1,2024,9,21,5,0.5,0.5,0.8330306358055977,0.004107694530642576,0.035294117647058865
T00033,270,99,1,553.49,553.49,2024-09-04 18:21:16.969470,12,Credit Card,Item_101,0.20440881763527052,0.5681818181818182,9,416.16,225.41,0.025000000000000022,2024-03-23 18:21:16.954666,7,Supplier_10,10,87,User_271,user271@example.com,41,PayPal,City_8,0.4920566518305076,0.7662027695465184,0.4961852528945765,0.0975609756097561,0.4222222222222223,3,2024,9,4,2,0.0,0.0,0.19283240412231795,0.005627531859104323,0.7294117647058824
T00034,41,15,5,275.93,1379.65,2025-01-18 18:21:16.969479,41,Net Banking,Item_16,0.5350701402805611,0.38636363636363635,6,114.14,177.47,0.55,2024-10-15 18:21:16.953976,0,Supplier_7,2,90,User_42,user42@example.com,22,Credit Card,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,1,2025,1,18,5,0.5,0.5,0.3716914456270767,0.03856838297047613,0.08235294117647055
T00035,92,702,6,499.56,2997.36,2024-10-02 18:21:16.969486,37,Net Banking,Item_709,0.04609218436873747,0.6818181818181819,14,262.06,936.8,0.475,2024-04-23 18:21:16.959135,0,Supplier_15,10,94,User_93,user93@example.com,59,Debit Card,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,0,2024,10,2,2,0.625,0.625,0.8020921326800698,0.01922474386155469,0.3176470588235298
T00036,184,256,2,699.97,1399.94,2024-12-17 18:21:16.969491,36,Credit Card,Item_258,0.783567134268537,0.40909090909090906,4,205.64,665.61,0.9249999999999998,2024-08-05 18:21:16.955741,2,Supplier_5,8,99,User_185,user185@example.com,37,Net Banking,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,2,2024,12,17,1,0.125,0.125,0.650905276792251,0.013349640450429242,0.011764705882352955
T00037,214,887,3,21.77,65.31,2024-12-30 18:21:16.969496,9,Debit Card,Item_896,0.0060120240480961915,0.8409090909090909,2,347.4,647.77,0.625,2024-03-12 18:21:16.960498,2,Supplier_3,4,97,User_215,user215@example.com,25,PayPal,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,3,2024,12,30,0,0.25,0.25,0.5385552176606409,0.10730762317509136,0.035294117647058865
T00038,16,242,5,641.09,3205.4500000000003,2024-10-26 18:21:16.969502,13,Net Banking,Item_244,0.8036072144288576,0.04545454545454544,14,347.37,464.75,0.675,2024-08-29 18:21:16.955604,6,Supplier_15,10,94,User_17,user17@example.com,22,Credit Card,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,2,2024,10,26,5,0.5,0.5,0.4097398209156952,0.005263454157898199,0.3176470588235298
T00039,443,346,3,546.17,1638.5099999999998,2024-12-28 18:21:16.969507,42,PayPal,Item_348,0.27655310621242485,0.022727272727272707,16,274.41,155.15,0.55,2024-09-09 18:21:16.956656,5,Supplier_17,2,97,User_444,user444@example.com,45,Net Banking,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,4,2024,12,28,5,0.25,0.25,0.2431576279776989,0.019960340425938413,0.0
T00040,264,247,5,228.08,1140.4,2025-02-20 18:21:16.969512,4,Net Banking,Item_249,0.9579158316633266,0.36363636363636365,1,366.01,644.68,0.8,2024-06-27 18:21:16.955651,6,Supplier_2,1,92,User_265,user265@example.com,56,PayPal,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,3,2025,2,20,3,0.5,0.5,0.5232795517260799,0.004552178488097234,0.011764705882352886
T00041,113,103,5,755.45,3777.25,2024-11-13 18:21:16.969517,35,Net Banking,Item_105,0.014028056112224447,0.20454545454545453,4,489.22,207.1,0.55,2024-04-30 18:21:16.954687,3,Supplier_5,8,99,User_114,user114@example.com,36,Credit Card,City_4,1.0,0.4999711745782841,1.0,0.29268292682926833,0.8222222222222222,0,2024,11,13,2,0.5,0.5,0.12851269921721012,0.01202565703712443,0.011764705882352955
T00042,291,687,8,310.43,2483.44,2025-01-06 18:21:16.969523,34,Net Banking,Item_694,0.8336673346693386,0.022727272727272707,8,87.3,642.81,0.45000000000000007,2024-07-10 18:21:16.959041,1,Supplier_9,6,82,User_292,user292@example.com,59,Credit Card,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,2,2025,1,6,0,0.875,0.875,0.7181604437686546,0.02842900941050912,0.6000000000000003
T00043,456,661,9,284.09,2556.81,2025-01-17 18:21:16.969529,45,Debit Card,Item_667,0.24048096192384769,0.9090909090909091,16,424.54,82.17,0.0,2024-07-04 18:21:16.958859,1,Supplier_17,2,97,User_457,user457@example.com,56,Net Banking,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,1,2025,1,17,4,1.0,1.0,0.0860998479472884,0.04111526200362102,0.0
T00044,463,285,8,476.51,3812.08,2025-01-10 18:21:16.969534,44,Credit Card,Item_287,0.1002004008016032,0.5454545454545454,14,252.79,348.97,0.7,2024-03-19 18:21:16.956020,9,Supplier_15,10,94,User_464,user464@example.com,40,PayPal,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,1,2025,1,10,4,0.875,0.875,0.39481612885059414,0.02396774373091308,0.3176470588235298
T00045,291,167,3,679.39,2038.17,2024-11-08 18:21:16.969540,22,Net Banking,Item_169,0.5911823647294588,0.9090909090909091,8,471.03,469.35,0.675,2024-10-03 18:21:16.955079,0,Supplier_9,6,82,User_292,user292@example.com,59,Credit Card,City_1,0.21569888600169806,0.9410577776752873,0.5525411334552102,0.951219512195122,0.0,1,2024,11,8,4,0.25,0.25,0.32592780311989644,0.00840523820281237,0.6000000000000003
T00046,47,416,1,929.56,929.56,2024-09-19 18:21:16.969545,4,PayPal,Item_420,0.4549098196392785,1.0,12,244.2,764.51,0.275,2025-01-06 18:21:16.957215,8,Supplier_13,13,93,User_48,user48@example.com,32,PayPal,City_9,0.0,0.7385188345305491,0.9472273004265692,0.4390243902439024,0.06666666666666687,3,2024,9,19,3,0.0,0.0,0.6933814833586754,0.0011169379809428304,0.4999999999999997
T00047,306,46,3,149.94,449.82,2025-01-18 18:21:16.969550,43,Net Banking,Item_47,0.8076152304609218,0.18181818181818182,7,29.1,967.3,0.75,2024-10-06 18:21:16.954150,6,Supplier_8,6,85,User_307,user307@example.com,30,Debit Card,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,0,2025,1,18,5,0.25,0.25,0.9875542039758969,0.07443847104059015,0.4941176470588237
T00048,96,42,1,402.5,402.5,2024-09-22 18:21:16.969556,27,Debit Card,Item_43,0.7374749498997996,0.4772727272727273,15,285.18,19.0,0.25,2024-04-17 18:21:16.954128,9,Supplier_16,12,97,User_97,user97@example.com,49,Credit Card,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,0,2024,9,22,6,0.0,0.0,0.13973362617559273,0.017411828247366996,0.17647058823529432
T00049,374,319,9,76.32,686.8799999999999,2025-01-23 18:21:16.969564,22,Debit Card,Item_321,0.1342685370741483,0.4772727272727273,11,304.13,114.59,0.45000000000000007,2024-09-28 18:21:16.956377,2,Supplier_12,6,90,User_375,user375@example.com,29,Credit Card,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,0,2025,1,23,3,1.0,1.0,0.193684180886411,0.07482225868197977,0.3176470588235294
T00050,94,809,3,760.97,2282.91,2024-10-08 18:21:16.969573,41,PayPal,Item_818,0.04609218436873747,0.3181818181818182,18,239.71,144.7,0.32500000000000007,2024-06-24 18:21:16.959934,1,Supplier_19,4,82,User_95,user95@example.com,32,Credit Card,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,2,2024,10,8,1,0.25,0.25,0.26022836064650556,0.013985011121389118,0.38823529411764723
T00051,325,219,8,453.26,3626.08,2024-12-28 18:21:16.969581,33,Net Banking,Item_221,0.625250501002004,0.5454545454545454,19,147.17,997.7,0.32500000000000007,2025-01-01 18:21:16.955408,2,Supplier_20,8,78,User_326,user326@example.com,18,Credit Card,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,3,2024,12,28,5,0.875,0.875,0.9258391057047926,0.01889787798154049,1.0
T00052,73,508,6,709.86,4259.16,2024-12-09 18:21:16.969590,30,Net Banking,Item_513,0.280561122244489,0.4772727272727273,10,174.58,865.15,0.7749999999999999,2024-04-28 18:21:16.957831,6,Supplier_11,4,84,User_74,user74@example.com,37,Net Banking,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,1,2024,12,9,0,0.625,0.625,0.8132356253871712,0.01096970743771889,0.3411764705882354
T00053,335,705,3,328.97,986.91,2024-09-14 18:21:16.969599,6,PayPal,Item_712,0.5450901803607214,0.5909090909090909,19,96.96,540.33,0.9249999999999998,2024-04-29 18:21:16.959154,4,Supplier_20,8,78,User_336,user336@example.com,54,PayPal,City_5,0.6569888600169801,0.6859758558267707,0.0,1.0000000000000002,0.26666666666666683,2,2024,9,14,5,0.25,0.25,0.6392197443261813,0.0047341438561200894,1.0
T00054,67,436,9,845.87,7612.83,2025-02-07 18:21:16.969609,6,Credit Card,Item_441,0.8697394789579158,0.5454545454545454,17,97.63,411.15,0.475,2024-12-17 18:21:16.957330,2,Supplier_18,10,97,User_68,user68@example.com,45,Debit Card,City_3,0.2477745761403689,1.0,0.5830956733698964,0.31707317073170727,1.0000000000000002,0,2025,2,7,4,1.0,1.0,0.547812130427437,0.001841170988860967,0.14117647058823546
T00055,245,142,8,539.48,4315.84,2024-09-19 18:21:16.969619,3,Debit Card,Item_144,0.40280561122244485,0.6136363636363636,13,109.0,695.99,0.19999999999999996,2024-07-06 18:21:16.954942,8,Supplier_14,2,95,User_246,user246@example.com,35,Debit Card,City_9,0.0,0.7385188345305491,0.9472273004265692,0.4390243902439024,0.06666666666666687,1,2024,9,19,3,0.875,0.875,0.7403207185898519,0.00144341894449083,0.02352941176470591
T00056,405,881,3,944.17,2832.51,2024-10-01 18:21:16.969628,43,Credit Card,Item_890,0.40881763527054105,0.09090909090909091,14,334.05,582.78,0.0,2024-11-25 18:21:16.960466,1,Supplier_15,10,94,User_406,user406@example.com,53,Credit Card,City_2,0.29580449715711754,0.4199863944009501,0.9101401584399758,0.6097560975609756,0.9777777777777776,3,2024,10,1,1,0.25,0.25,0.5022033564228192,0.011821286789271091,0.3176470588235298
T00057,76,27,7,88.03,616.21,2025-01-25 18:21:16.969637,31,Credit Card,Item_28,0.48096192384769537,0.75,4,85.87,774.43,0.5,2024-09-21 18:21:16.954043,6,Supplier_5,8,99,User_77,user77@example.com,45,Net Banking,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,4,2025,1,25,5,0.6875,0.6875,0.8118206904319423,0.09140658569953919,0.011764705882352955
T00058,207,845,5,519.13,2595.65,2024-11-26 18:21:16.969642,27,Net Banking,Item_854,0.8837675350701402,0.6590909090909091,13,106.38,695.01,0.825,2024-03-13 18:21:16.960170,9,Supplier_14,2,95,User_208,user208@example.com,50,PayPal,City_10,0.2651566801306954,0.0,0.3252589884216941,0.14634146341463414,0.48888888888888893,0,2024,11,26,1,0.5,0.5,0.7414751928816805,0.013500011306542133,0.02352941176470591
T00059,371,841,2,768.79,1537.58,2024-10-28 18:21:16.969648,3,PayPal,Item_850,0.44689378757515025,0.7727272727272727,1,169.43,700.46,0.55,2024-03-03 18:21:16.960148,5,Supplier_2,1,92,User_372,user372@example.com,44,Net Banking,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,0,2024,10,28,0,0.125,0.125,0.7009278031198964,0.001012884730776822,0.011764705882352886
T00060,253,782,8,604.15,4833.2,2025-02-08 18:21:16.969653,38,Debit Card,Item_790,0.2344689378757515,0.2727272727272727,15,281.81,382.21,0.275,2024-11-24 18:21:16.959749,5,Supplier_16,12,97,User_254,user254@example.com,39,Credit Card,City_6,0.20901296663150581,0.17588119314185563,0.8070749542961608,0.0,0.04444444444444451,0,2025,2,8,5,0.875,0.875,0.39778678830883596,0.0163262074995772,0.17647058823529432
T00061,220,548,1,32.96,32.96,2024-12-11 18:21:16.969658,44,Credit Card,Item_553,0.13026052104208416,0.7045454545454546,7,124.2,200.39,0.375,2024-12-14 18:21:16.958078,6,Supplier_8,6,85,User_221,user221@example.com,50,Debit Card,City_7,0.1781046592400113,0.46490793160303934,0.6753260207190737,0.8292682926829268,0.6888888888888889,0,2024,12,11,2,0.0,0.0,0.3807442135495861,0.34650696496411987,0.4941176470588237
